"Mois/Année","Jour","Groupe de produits","Produit","Prix TVA incl."
"FEB26","03FEB26","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.082
"FEB26","03FEB26","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.721
"FEB26","03FEB26","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.811
"FEB26","03FEB26","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.826
"FEB26","03FEB26","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.831
"FEB26","03FEB26","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.741
"FEB26","03FEB26","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"FEB26","04FEB26","Essences","Essence 95 RON E5 (€/L)",1.598
"FEB26","04FEB26","Essences","Essence 95 RON E10 (€/L)",1.584
"FEB26","04FEB26","Essences","Essence 98 RON E5 (€/L)",1.641
"FEB26","04FEB26","Essences","Essence 98 RON E10 (€/L)",1.637
"FEB26","04FEB26","Gasoil Diesel routier","Diesel B7 (€/L)",1.719
"FEB26","04FEB26","Gasoil Diesel routier","Diesel B10 (€/L)",1.713
"FEB26","04FEB26","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"FEB26","04FEB26","Gasoil Diesel routier","Diesel B30 (€/L)",1.791
"FEB26","04FEB26","Gasoil Diesel routier","Diesel XTL (€/L)",3.141
"FEB26","04FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.771
"FEB26","04FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.811
"FEB26","04FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.746
"FEB26","04FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.786
"FEB26","04FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.774
"FEB26","04FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.814
"FEB26","04FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.925
"FEB26","04FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.771
"FEB26","04FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.811
"FEB26","04FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.929
"FEB26","04FEB26","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.935
"FEB26","04FEB26","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.895
"FEB26","04FEB26","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",1.049
"FEB26","04FEB26","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.968
"FEB26","04FEB26","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.928
"FEB26","04FEB26","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.082
"FEB26","04FEB26","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.721
"FEB26","04FEB26","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.811
"FEB26","04FEB26","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.826
"FEB26","04FEB26","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.831
"FEB26","04FEB26","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.741
"FEB26","04FEB26","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"FEB26","05FEB26","Essences","Essence 95 RON E5 (€/L)",1.598
"FEB26","05FEB26","Essences","Essence 95 RON E10 (€/L)",1.584
"FEB26","05FEB26","Essences","Essence 98 RON E5 (€/L)",1.641
"FEB26","05FEB26","Essences","Essence 98 RON E10 (€/L)",1.637
"FEB26","05FEB26","Gasoil Diesel routier","Diesel B7 (€/L)",1.719
"FEB26","05FEB26","Gasoil Diesel routier","Diesel B10 (€/L)",1.713
"FEB26","05FEB26","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"FEB26","05FEB26","Gasoil Diesel routier","Diesel B30 (€/L)",1.791
"FEB26","05FEB26","Gasoil Diesel routier","Diesel XTL (€/L)",3.141
"FEB26","05FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.776
"FEB26","05FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.817
"FEB26","05FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.751
"FEB26","05FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.791
"FEB26","05FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.779
"FEB26","05FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.819
"FEB26","05FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.93
"FEB26","05FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.776
"FEB26","05FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.817
"FEB26","05FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.934
"FEB26","05FEB26","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.897
"FEB26","05FEB26","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.857
"FEB26","05FEB26","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",1.011
"FEB26","05FEB26","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.929
"FEB26","05FEB26","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.888
"FEB26","05FEB26","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.043
"FEB26","05FEB26","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.721
"FEB26","05FEB26","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.811
"FEB26","05FEB26","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.826
"FEB26","05FEB26","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.831
"FEB26","05FEB26","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.741
"FEB26","05FEB26","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"FEB26","06FEB26","Essences","Essence 95 RON E5 (€/L)",1.598
"FEB26","06FEB26","Essences","Essence 95 RON E10 (€/L)",1.584
"FEB26","06FEB26","Essences","Essence 98 RON E5 (€/L)",1.641
"FEB26","06FEB26","Essences","Essence 98 RON E10 (€/L)",1.637
"FEB26","06FEB26","Gasoil Diesel routier","Diesel B7 (€/L)",1.719
"FEB26","06FEB26","Gasoil Diesel routier","Diesel B10 (€/L)",1.713
"FEB26","06FEB26","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"FEB26","06FEB26","Gasoil Diesel routier","Diesel B30 (€/L)",1.791
"FEB26","06FEB26","Gasoil Diesel routier","Diesel XTL (€/L)",3.141
"FEB26","06FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.777
"FEB26","06FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.817
"FEB26","06FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.752
"FEB26","06FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.792
"FEB26","06FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.78
"FEB26","06FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.82
"FEB26","06FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.931
"FEB26","06FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.777
"FEB26","06FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.817
"FEB26","06FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.935
"FEB26","06FEB26","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.897
"FEB26","06FEB26","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.857
"FEB26","06FEB26","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",1.011
"FEB26","06FEB26","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.929
"FEB26","06FEB26","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.888
"FEB26","06FEB26","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.043
"FEB26","06FEB26","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.721
"FEB26","06FEB26","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.811
"FEB26","06FEB26","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.826
"FEB26","06FEB26","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.831
"FEB26","06FEB26","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.741
"FEB26","06FEB26","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"FEB26","07FEB26","Essences","Essence 95 RON E5 (€/L)",1.616
"FEB26","07FEB26","Essences","Essence 95 RON E10 (€/L)",1.606
"FEB26","07FEB26","Essences","Essence 98 RON E5 (€/L)",1.657
"FEB26","07FEB26","Essences","Essence 98 RON E10 (€/L)",1.655
"FEB26","07FEB26","Gasoil Diesel routier","Diesel B7 (€/L)",1.719
"FEB26","07FEB26","Gasoil Diesel routier","Diesel B10 (€/L)",1.713
"FEB26","07FEB26","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"FEB26","07FEB26","Gasoil Diesel routier","Diesel B30 (€/L)",1.791
"FEB26","07FEB26","Gasoil Diesel routier","Diesel XTL (€/L)",3.141
"FEB26","07FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.778
"FEB26","07FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.818
"FEB26","07FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.753
"FEB26","07FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.793
"FEB26","07FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.78
"FEB26","07FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.821
"FEB26","07FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.932
"FEB26","07FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.778
"FEB26","07FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.818
"FEB26","07FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.936
"FEB26","07FEB26","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.897
"FEB26","07FEB26","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.857
"FEB26","07FEB26","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",1.011
"FEB26","07FEB26","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.929
"FEB26","07FEB26","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.888
"FEB26","07FEB26","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.043
"FEB26","07FEB26","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.721
"FEB26","07FEB26","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.811
"FEB26","07FEB26","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.826
"FEB26","07FEB26","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.831
"FEB26","07FEB26","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.741
"FEB26","07FEB26","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"FEB26","08FEB26","Essences","Essence 95 RON E5 (€/L)",1.616
"FEB26","08FEB26","Essences","Essence 95 RON E10 (€/L)",1.606
"FEB26","08FEB26","Essences","Essence 98 RON E5 (€/L)",1.657
"FEB26","08FEB26","Essences","Essence 98 RON E10 (€/L)",1.655
"FEB26","08FEB26","Gasoil Diesel routier","Diesel B7 (€/L)",1.719
"FEB26","08FEB26","Gasoil Diesel routier","Diesel B10 (€/L)",1.713
"FEB26","08FEB26","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"FEB26","08FEB26","Gasoil Diesel routier","Diesel B30 (€/L)",1.791
"FEB26","08FEB26","Gasoil Diesel routier","Diesel XTL (€/L)",3.141
"FEB26","08FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.778
"FEB26","08FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.818
"FEB26","08FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.753
"FEB26","08FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.793
"FEB26","08FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.78
"FEB26","08FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.821
"FEB26","08FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.932
"FEB26","08FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.778
"FEB26","08FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.818
"FEB26","08FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.936
"FEB26","08FEB26","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.897
"FEB26","08FEB26","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.857
"FEB26","08FEB26","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",1.011
"FEB26","08FEB26","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.929
"FEB26","08FEB26","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.888
"FEB26","08FEB26","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.043
"FEB26","08FEB26","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.721
"FEB26","08FEB26","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.811
"FEB26","08FEB26","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.826
"FEB26","08FEB26","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.831
"FEB26","08FEB26","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.741
"FEB26","08FEB26","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"FEB26","09FEB26","Essences","Essence 95 RON E5 (€/L)",1.616
"FEB26","09FEB26","Essences","Essence 95 RON E10 (€/L)",1.606
"FEB26","09FEB26","Essences","Essence 98 RON E5 (€/L)",1.657
"FEB26","09FEB26","Essences","Essence 98 RON E10 (€/L)",1.655
"FEB26","09FEB26","Gasoil Diesel routier","Diesel B7 (€/L)",1.719
"FEB26","09FEB26","Gasoil Diesel routier","Diesel B10 (€/L)",1.713
"FEB26","09FEB26","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"FEB26","09FEB26","Gasoil Diesel routier","Diesel B30 (€/L)",1.791
"FEB26","09FEB26","Gasoil Diesel routier","Diesel XTL (€/L)",3.141
"FEB26","09FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.778
"FEB26","09FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.818
"FEB26","09FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.753
"FEB26","09FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.793
"FEB26","09FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.78
"FEB26","09FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.821
"FEB26","09FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.932
"FEB26","09FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.778
"FEB26","09FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.818
"FEB26","09FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.936
"FEB26","09FEB26","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.897
"FEB26","09FEB26","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.857
"FEB26","09FEB26","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",1.011
"FEB26","09FEB26","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.929
"FEB26","09FEB26","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.888
"FEB26","09FEB26","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.043
"FEB26","09FEB26","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.721
"FEB26","09FEB26","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.811
"FEB26","09FEB26","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.826
"FEB26","09FEB26","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.831
"FEB26","09FEB26","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.741
"FEB26","09FEB26","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"FEB26","10FEB26","Essences","Essence 95 RON E5 (€/L)",1.616
"FEB26","10FEB26","Essences","Essence 95 RON E10 (€/L)",1.606
"FEB26","10FEB26","Essences","Essence 98 RON E5 (€/L)",1.657
"FEB26","10FEB26","Essences","Essence 98 RON E10 (€/L)",1.655
"FEB26","10FEB26","Gasoil Diesel routier","Diesel B7 (€/L)",1.731
"FEB26","10FEB26","Gasoil Diesel routier","Diesel B10 (€/L)",1.724
"FEB26","10FEB26","Gasoil Diesel routier","Diesel B20 (€/L)",1.736
"FEB26","10FEB26","Gasoil Diesel routier","Diesel B30 (€/L)",1.802
"FEB26","10FEB26","Gasoil Diesel routier","Diesel XTL (€/L)",3.173
"FEB26","10FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.787
"FEB26","10FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.827
"FEB26","10FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.761
"FEB26","10FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.802
"FEB26","10FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.789
"FEB26","10FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.829
"FEB26","10FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.94
"FEB26","10FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.787
"FEB26","10FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.827
"FEB26","10FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.945
"FEB26","10FEB26","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.897
"FEB26","10FEB26","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.857
"FEB26","10FEB26","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",1.011
"FEB26","10FEB26","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.929
"FEB26","10FEB26","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.888
"FEB26","10FEB26","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.043
"FEB26","10FEB26","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.721
"FEB26","10FEB26","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.811
"FEB26","10FEB26","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.826
"FEB26","10FEB26","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.831
"FEB26","10FEB26","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.741
"FEB26","10FEB26","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"FEB26","11FEB26","Essences","Essence 95 RON E5 (€/L)",1.616
"FEB26","11FEB26","Essences","Essence 95 RON E10 (€/L)",1.606
"FEB26","11FEB26","Essences","Essence 98 RON E5 (€/L)",1.657
"FEB26","11FEB26","Essences","Essence 98 RON E10 (€/L)",1.655
"FEB26","11FEB26","Gasoil Diesel routier","Diesel B7 (€/L)",1.731
"FEB26","11FEB26","Gasoil Diesel routier","Diesel B10 (€/L)",1.724
"FEB26","11FEB26","Gasoil Diesel routier","Diesel B20 (€/L)",1.736
"FEB26","11FEB26","Gasoil Diesel routier","Diesel B30 (€/L)",1.802
"FEB26","11FEB26","Gasoil Diesel routier","Diesel XTL (€/L)",3.173
"FEB26","11FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.777
"FEB26","11FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.817
"FEB26","11FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.751
"FEB26","11FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.792
"FEB26","11FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.779
"FEB26","11FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.819
"FEB26","11FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.93
"FEB26","11FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.777
"FEB26","11FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.817
"FEB26","11FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.935
"FEB26","11FEB26","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.897
"FEB26","11FEB26","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.857
"FEB26","11FEB26","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",1.011
"FEB26","11FEB26","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.929
"FEB26","11FEB26","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.888
"FEB26","11FEB26","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.043
"FEB26","11FEB26","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.721
"FEB26","11FEB26","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.811
"FEB26","11FEB26","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.826
"FEB26","11FEB26","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.831
"FEB26","11FEB26","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.741
"FEB26","11FEB26","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"FEB26","12FEB26","Essences","Essence 95 RON E5 (€/L)",1.616
"FEB26","12FEB26","Essences","Essence 95 RON E10 (€/L)",1.606
"FEB26","12FEB26","Essences","Essence 98 RON E5 (€/L)",1.657
"FEB26","12FEB26","Essences","Essence 98 RON E10 (€/L)",1.655
"FEB26","12FEB26","Gasoil Diesel routier","Diesel B7 (€/L)",1.731
"FEB26","12FEB26","Gasoil Diesel routier","Diesel B10 (€/L)",1.724
"FEB26","12FEB26","Gasoil Diesel routier","Diesel B20 (€/L)",1.736
"FEB26","12FEB26","Gasoil Diesel routier","Diesel B30 (€/L)",1.802
"FEB26","12FEB26","Gasoil Diesel routier","Diesel XTL (€/L)",3.173
"FEB26","12FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.767
"FEB26","12FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.808
"FEB26","12FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.742
"FEB26","12FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.782
"FEB26","12FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.77
"FEB26","12FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.81
"FEB26","12FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.921
"FEB26","12FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.767
"FEB26","12FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.808
"FEB26","12FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.925
"FEB26","12FEB26","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.897
"FEB26","12FEB26","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.857
"FEB26","12FEB26","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",1.011
"FEB26","12FEB26","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.929
"FEB26","12FEB26","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.888
"FEB26","12FEB26","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.043
"FEB26","12FEB26","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.721
"FEB26","12FEB26","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.811
"FEB26","12FEB26","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.826
